Reciepe Name,Ingredients
Green Rice Recipe ,"  Oregano to taste,  Few springs of thyme and parsley,  3 Tbsp coriander,  Salt and pepper to taste,  2 Tbsp chilli oil,  1 cup vegetable stock,  3 spring onions,  1 onion,  1 Tbsp garlic paste,  1 Tbsp cumin powder,  1 cup jalapenos,  1 green bell pepper,  1 bowl rice,  8-9 green olives,  Sunflower sprouts"
Green Cucumber Shots Recipe ,"500 Gram English cucumbers, chopped,10 gram Garlic cloves (smashed),200 gram Romaine lettuce, chopped,50 gram Basil, chopped,50 gram Parsley,50 gram Cilantro,1  Big lemon, to taste Sea salt,20 ml Olive oil"
Spicy Pasta Recipe ,"  Pasta (penne, fuseli or spaghetti),  Olive oil,2 tsp garlic, chopped, A pinch of chili, A pinch of salt, A pinch of pepper,50-100 gms broccoli, chopped,  Parmesan cheese, grated"
Chicken Potli Recipe ,"250 gms chicken,1 medium onion,1  green chilli,50 gms garlic,25 gms ginger,According to taste to taste salt,1 tsp aromatic powder,3 drops  soya sauce,1/2 tsp oyster sauce,200 gms spring onion,6 pieces filo sheets"
Punjabi style Nutri kulcha Recipe ,"1/5 bowl  Soya chunks Nutri,1/5 tbsp Ginger paste,1/5 tbsp Garlic paste,3/5  Green chillies, chopped,4/5  Onion, chopped,1 tbsp Tomato sauce,4/5 tbsp Oil,2/5 tbsp Yellow butter,1/5 tsp Salt,1/20 tsp Black pepper,1/10 tsp Coriander powder,1/5 tsp Meat masala,1/10 tsp Kitchen king masala,1/20 tsp Red chilli powder,1/20  Degi mirch,2/5 tsp Tea leaves,1/10 cup Tomato puree,1/10 tsp Soy sauce,12/5  Kulcha,  Coriander leaves, chopped"
रागी मालपुआ रेसिपी (Ragi malpua   Recipe)  ,"मालपुआ के लिएः,4 टेबल स्पून रागी आटा ,2 टेबल स्पून गेहूं का आटा,1 कप दलिया,2-3 टेबल स्पून दूध, स्वादानुसार चीनी ,1 टी स्पून राइस ब्रान ऑयल ,गार्निशिंग के लिए   अनार,भरावन सामग्रीः,2 टी स्पून खरबूजे के बीज ,2 टेबल स्पून नारियल, कद्दूकस,1/2 टी स्पून इलायची पाउडर ,1 टी स्पून ऑर्गेनिक शहद "
चेत्तीनाद मसाला रेसिपी (Chettinad masala   Recipe)  ,"(सूखा और कद्दूकस हुआ) 1  नारियल,10 ग्राम साबुत लाल मिर्च,15 ग्राम साबुत धनिया,5 ग्राम  छोटी इलायची,5 ग्राम  दालचीनी,5 ग्राम लौंग,3 ग्राम चक्रीफूल,3 ग्राम   कढ़ी पत्ता,2 ग्राम हल्दी पाउडर,3 ग्राम कल्पसी"
फिश विद जामुन सॉस रेसिपी (Fish with Jamun Sauce   Recipe)  ,"1 kg जामुन,1 कप चीनी,1 टी स्पून मिर्च,6  लहसुन की कलियां,1 टी स्पून जीरा पाउडर,300 ग्राम फिश फिलेट,1/2 कप सूजी, स्वादानुसार नमक,  पालक"
Beetroot and Berry Cold Soup Recipe ,"30 Ml Olive oil,200 Gram Beetroot,30 Gram Dry cranberry,200 Ml Cranberry juice,3 Gram Salt,10 Gram Almond"
Machcha Patropoda (Fish Wrapped in Banana Leaf) Recipe ,"For the masala:,  1 tsp ginger,  1 tsp garlic,  1 tsp cumin seeds,  1 tsp mustard seeds,  2-3 whole dry red chillies,For the main preparation:,  1 Whole fish,  2 tsp masala,  1/4 tsp salt,  1 tsp green chillies, chopped,  1/4 tsp turmeric,  7 curry leaves,  Coriander leaves, chopped,  1 onion, sliced,  1 Tbsp mustard oil"
Roomali Roti Recipe ,"  3 cups whole wheat flour,  1 cup refined flour,  2 cups water-to knead,  Dry flour to help with rolling"
City of Tree Recipe ,"60  Tequila,60  Lychee juice,30  Apple juice,15  Lime juice,10  Elder flower syrup,  Martini glass,  Dehydrated elder flower/Rose flower petals"
Lamb and Chargrilled Bell Pepper Soup Recipe ,"750 gms lamb bones (preferably shank and shoulder),150 gms onions,150 gms celery,25 gms ginger,25 gms garlic,40 gms carrot,3 nos chargrilled red/yellow/green bell peppers (quartered),60 gms whole spices mix (black pepper, cinnamon, cardamom, clove, bay leaf),20 gms salt,1 litre water (warm),60 ml oil (sunflower or olive"
Seviyan Kheer Recipe ,"70 gms vermicelli,25 gms pure ghee,400 ml milk,50 gms grain sugar,5 gms green cardamom,2 gms cloves,20 gms whole almonds,10 gms sultanas / kishmish, for garnishing fresh rose petals"
सॉर क्रीम रेसिपी (Sour cream    Recipe)  ,"2 कप क्रीम,जामन के लिए  दही"
Murgh Biryani Recipe ,"300 Gram Chicken leg B/L,5 Gram Green chilli,1 Small Elaichi,1  Elaichi,1  Cinnamon sticks,1 Gram Mace,1  Bay leaf,1  Javitri,1 Gram Cloves,1 Kg Basmati rice, To taste Salt,3 Gram Shahi jeera,50 Ml Desi ghee,20 Gram Ginger,20 Gram Garlic,0.1 Gram Saffron,100 Gram Onion,50 Gram Butter,10 Gram Mint,10 Gram Garam masala,30 Gram Red chilli powder"
Kabargah (Fried Meat Ribs) Recipe ,"  1 kg breast of lamb - cut into pieces,  1 cup refined oil,  2 cups boiled milk,  2 cups water,  2 bay leaves,  2 cloves,  2 cinnamon stick,  2 brown cardamom,  2 green cardamom,  1 cup yogurt,  1 tsp ginger powder,  1 tsp fennel powder,  1 tsp cumin powder,  1 tsp saffron- optional,  2 Tbsp gram flour,  Salt to taste"
Bhang Peda Recipe ,"2 Tbsp bhang powder,1 cup mawa,1/2 cup sugar,2 tbsp pistachios,1/2 cup ghee"
Mixed Vegetable Soup Recipe ,"3 Cups Mix vegetables (tomatoes, carrot, peas, tendli, french beans), To taste Salt,1/2 tsp Cumin powder,1/2 tsp Black pepper powder,For tempering:,1 tsp Oil,Few  Curry leaves"
Pink Lemonade Recipe ,"10 Ml Rose Syrup,15 Gram Sugar,25 Ml Lemon Juice,100 Ml Soda,5-6  Ice cubes,2 Pieces Lemon Slices,2-3  Mint Leaves"
Beyond The Ozone Recipe ,"  For vanilla sponge:,195 gms all purpose flour,30 gms cornstarch,1/4 tsp salt,1 tsp baking soda,200 gms granulated sugar,1/2 cup unsalted butter, melted,250 ml thick buttermilk,1 tsp vanilla essence,  For mango cream cheese layer:,75 gms mango pulp,300 gms mascarpone cream cheese,125 gms whipping cream,5 gms agar agar flakes (soaked in 1/2 cup water),  For mango pulp:,6  Fresh alphanso mangoes (cut),100 gms sugar (for 1 kg puree),  For mango filling:,50 gms mango pulp,50 gms mango, chopped,  For yellow chocolate spray:,20 gms white chocolate,20 gms cocoa butter,1 gms yellow food colour"
Mixed Sprouts Corn Chaat Recipe ,"15 gms mixed sprouts, boiled,15 gms corn, boiled,1  tomato, finely chopped,1  onion, finely chopped,1 tbsp coriander chutney,1/2 tsp cumin powder,1/2 tsp red chilli powder or paprika, to taste Salt , Handful of pomegranate seeds, Handful of coriander leaves, chopped"
Goan Prawn Curry & Baked Rice Canapes Recipe ,"5 Gram Jeera whole,10 Gram Coriander seeds,150 Gram Kashmiri Chilly,10 Gram Garlic,5 Gram Ginger,5 Gram Green chillies,3 Gram Kokum,250 Gram Coconut,25 Gram Onion,50 Gram Tomatoes,20 Gram Coriander,For Prawns:,0.4 Kg Prawns,5 Gram Salt,3 Gram Turmeric powder,5 Gram Garlic paste,1 Gram Asafoetida,0.01 Litre Refined oil,5 Gram Ginger paste,For Rice canapes:,25 Gram Goan Rice,25 Gram Coconut milk,5 Gram Green chillies,25 Gram Fresh coconut,2 Gram Hing,0.01 Litre Refined oil,5 Gram Coriander leaves,25 Gram Basmati Rice,25 Gram Coconut milk,5 Gram Green chillies,For Coconut foam:,25 Gram Coconut milk,100 Gram Coconut,5 Gram Salt,5 Gram Green chillies,3 Gram Curry leaf,1 Gram Lecite"
Red Rice Vermicelli Kheer Recipe ,"60 gms red rice vermicelli / broken sooji / semolina vermicelli,1 1/2 tbsp butter,1 tbsp almonds, chopped,2 1/2 cup whole milk,1/4 tsp cardamom powder,8-10  saffron strands / thread,3 tbsp sugar"
Tricolour Salad Recipe ,"For dressing:,1/3 cup vinegar,3 tbsp honey/sugar,1 tbsp soy sauce,1 tsp salt,2  garlic cloves (minced),1-2  chilli pepper (sliced), sliced,For salad:,1 medium green papaya,1 large carrot (peeled), julienne,1-2  cucumbers, julienne,1/3 cup mint leaves, chopped,4 tbsp toasted peanuts"
Tulsi Ajwain Ka Mahi Tikka Recipe ,"600 gms river sole fish,100 gms basil paste,15 gms ajwain,100 gms ginger and garlic paste,50 gms green chilli paste,40 gms garam masala powder,10 gms cardamom powder,200 gms hung curd,50 gms dairy cream, to taste salt,50 ml mustard oil,10 gms kasuri methi,10 ml lemon juice"
बाजरा-मे​थी मिस्सी रोटी रेसिपी (Bajra-meethi missi roti   Recipe)  ,"200 ग्राम बाजरे का आटा,100 ग्राम गेंहू का आटा,250 ग्राम मेथी के पत्ते,2  लहसुन की कलियां, बारीक कटा हुआ,1 टेबल स्पून लो फैट दही,1  हरी मिर्च ,50 ग्राम लो फैट पनीर,2 टी स्पून हरा धनिया,1/2 टी स्पून हल्दी पाउडर,1/2 टी स्पून लाल मिर्च पाउडर, स्वादानुसार नमक"
Dinner Roll Recipe ,"2 tsp Yeast,1 tsp Sugar,1/2 Cup Lukewarm Water,1 1/2 Cup Flour,3/4 tsp Salt,1 Tbsp Oil,1  Egg Yolk,1/2 Cup Milk,2 Tbsp Butter,1 tsp Oil,For Brushing  Egg White"
Rose & Arrak Mastani Recipe ,"2 Cups Milk (chilled),3 Tbsp Sugar,1/2 tsp Rose syrup,2 scoops  Rose petal ice cream,20 Ml Arrak (fennel flavored Arabic drink),For garnishing  Fresh rose petals"
जर्क्ड चिकन पिज्जा रेसिपी (Jerked Chicken Pizza   Recipe)  ,"  थीन क्रस्ट पिज्जा बेस,  पिज्जा सॉस,  मॉजरेला चीज,  जैमिकन स्पाइस्ड जर्क (चिकन मैरीनेट और पकाने के लिए),  पाइनएप्पल क्यूबस,  जैलपिनो"
Mango and Blueberry Muffins Recipe ,"200 gms maida,60 gms sugar,60 gms brown sugar,15 gms salt,5 gram baking powder,1  Egg,5 ml vegetable oil,20 ml buttermilk,3 ml vanilla essence,225 gms alphonso mango,225 gms blueberries"
Tex Mex Veggie Burrito Recipe ,"  For Veggie Burrito: ,2 tbsp guacamole,2 tsp jalapeno, chopped,1/3 cup mix greens,1  wheat tortilla (warm),2 tbsp brown rice,1 tbsp corn ,1 tbsp refried beans,1 tbsp onion,1 tsp cilantro,1 portion  roughly chopped paneer, grilled,1 tsp cilantro,1 tbsp mango puree,1/2 tsp chipotle sauce,2 tbsp tomato,1/2 tsp cilantro,1 tsp lemon,  Salt"
Jamun Fizz Recipe ,"12  Jamun ,200 Ml lemon soda,75 Ml vodka,500 Ml apple juice"
वेजिटेबल सॉम टैम सैलेड रेसिपी (Vegetable som tam salad   Recipe)  ,"150 gms मूंगफली , गुच्छा,30 ग्राम गाजर, जूलियन,30 ग्राम फ्रेंच बीन्स,30 ग्राम चेरी टोमैटो,5 ग्राम लहसुन,3 ग्राम क्रश मिक्स चिली,45 ml (मिली.) सॉम टैम ड्रेसिंग,10 ग्राम मूंगफली (क्रशड), रोस्टेड,5 ग्राम मूंगफली , रोस्टेड"
गाजर का हलवा (शुगर फ्री) रेसिपी (Gajar ka halwa (sugar-free)   Recipe)  ,"8-10  गाजर, कद्दूकस,3 टेबल स्पून देसी घी,2 कप दूध,1/4 टी स्पून हरी इलाइची पाउडर,10-15  सुल्ताना,1/3 कप शुगर फ्री सब्स्टिटूट,1/4 कप खोया,10-12  पिस्ता, कटा हुआ"
Pistachio Praline Parfait Recipe ,"For the Pistachio Praline:,100 Gram Castor sugar,55 Gram Pistachios, unsalted,  Baking parchment,For greasing  Vegetable oil,For parfait:,2  Free-range eggs,50 Gram Castor sugar,1/2  Vanilla pod,200 Ml Double cream,For raspberry sauce:,100 Gram Sugar,200 Gram Raspberries,1 Tbsp Lemon juice"
चिकन गिलाफी कबाब रेसिपी (Chicken gilafi kebab   Recipe)  ,"300 gms चिकन कीमा,50 ग्राम प्याज, टुकड़ों में कटा हुआ,50 ग्राम टमाटर, टुकड़ों में कटा हुआ,50 ग्राम हरी शिमला मिर्च, टुकड़ों में कटा हुआ,30 ग्राम हरा धनिया, टुकड़ों में कटा हुआ,20 ग्राम हरी मिर्च, टुकड़ों में कटा हुआ,5 ग्राम नमक,20 ml (मिली.) तेल,20 ग्राम काजू,20 ग्राम बादाम , छिला हुआ,10 ग्राम पुदीना,5 ग्राम लाल मिर्च पाउडर,5 ग्राम अदरक लहसुन का पेस्ट,3 ग्राम जीरा पाउडर,10 ml (मिली.) नींबू का रस,10 ml (मिली.) फ्रेश क्रीम,5 ml (मिली.) केवड़ा वॉटर "
Mango Kulfi Snow Ball Recipe ,"150 gms white chocolate,2 tbsp alphanso mango puree,200 ml cooking cream,5 gms cardamom powder,1 ml rose water, for garnishing pistachio, for garnishing dry rose petals, for garnishing mango sponge, for garnishing pistachio sponge,  rasberry puree (as needed)"
